U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH
3.7111,3.7423,3.7444,3.7144,3.7119,3.6807,3.6786,3.7088,3.7114,3.7734,3.7776,3.7174,3.7123,3.65,3.6456,3.7063,3.7111,3.8043,3.8103,3.7202,3.7125,3.6192,3.6131,3.7037,3.7109,3.8348,3.8424,3.7228,3.7128,3.5887,3.5804,3.7012,3.7107,3.865,3.8743,3.7253,3.7132,3.5585,3.5483,3.6988,3.7105,20.0,0.629776
3.6415,3.6607,3.6628,3.6443,3.6421,3.6229,3.6208,3.6394,3.6417,3.68,3.684,3.647,3.6424,3.6041,3.5999,3.637,3.6415,3.6991,3.7047,3.6493,3.6426,3.5854,3.5792,3.6345,3.6414,3.7177,3.7253,3.6521,3.6429,3.5669,3.5592,3.6324,3.6412,3.7362,3.7455,3.6542,3.6431,3.5487,3.539,3.6301,3.6412,20.0,0.756136
3.6661,3.6953,3.6979,3.6698,3.667,3.638,3.6354,3.6635,3.6665,3.7249,3.7295,3.6731,3.6673,3.6094,3.6047,3.6607,3.6663,3.7537,3.7604,3.6763,3.6677,3.5813,3.5743,3.658,3.6663,3.782,3.7908,3.6793,3.6679,3.5536,3.5448,3.6554,3.6661,3.8097,3.8203,3.6823,3.6682,3.5264,3.5155,3.653,3.6659,20.0,0.718388
3.6684,3.7019,3.7039,3.6714,3.6693,3.6359,3.6338,3.6665,3.6689,3.7358,3.7395,3.6744,3.6696,3.6029,3.5991,3.6642,3.6688,3.7688,3.7743,3.677,3.6702,3.5703,3.5645,3.6621,3.6686,3.8018,3.8089,3.6791,3.6703,3.5376,3.5301,3.6596,3.6684,3.8343,3.8427,3.6819,3.6707,3.5053,3.496,3.6572,3.6681,20.0,0.70686
3.5947,3.6182,3.6212,3.5992,3.5957,3.5724,3.5692,3.5913,3.5952,3.6421,3.6479,3.6036,3.5961,3.5494,3.5434,3.5878,3.5952,3.6652,3.6737,3.6078,3.5964,3.5265,3.5178,3.5843,3.595,3.6881,3.6991,3.6119,3.5968,3.5039,3.4923,3.5808,3.595,3.7105,3.7242,3.6161,3.5971,3.4813,3.467,3.5776,3.5947,20.0,0.877192
3.5998,3.6222,3.625,3.6041,3.6006,3.5785,3.5755,3.5966,3.6003,3.6449,3.6505,3.6082,3.601,3.5566,3.5508,3.5929,3.6003,3.667,3.6751,3.6122,3.6015,3.5348,3.5264,3.5899,3.6001,3.6888,3.6993,3.6161,3.6017,3.5132,3.502,3.5864,3.5999,3.7102,3.7232,3.6196,3.6019,3.4916,3.4779,3.5831,3.5996,20.0,0.87466
3.7349,3.7727,3.7748,3.7381,3.7358,3.6982,3.6963,3.733,3.7353,3.8108,3.8146,3.7411,3.7363,3.661,3.657,3.7307,3.7353,3.8482,3.8538,3.7437,3.7367,3.624,3.6182,3.7283,3.7349,3.8852,3.8922,3.7458,3.7369,3.5869,3.5796,3.726,3.7346,3.9217,3.93,3.7483,3.7372,3.5506,3.5413,3.7235,3.7344,20.0,0.6063839999999999
3.5962,3.6228,3.6252,3.6001,3.5971,3.5708,3.5682,3.5936,3.5968,3.6496,3.6545,3.604,3.5978,3.5448,3.5399,3.5908,3.5968,3.6758,3.683,3.6075,3.598,3.519,3.5116,3.5876,3.5968,3.7016,3.7109,3.6108,3.5984,3.493,3.4834,3.585,3.5966,3.7272,3.7388,3.6142,3.5987,3.4674,3.4554,3.582,3.5964,20.0,0.887828
3.7126,3.7471,3.7502,3.7176,3.7135,3.6791,3.6758,3.7086,3.7128,3.7818,3.7876,3.7221,3.7139,3.6449,3.6387,3.7046,3.7125,3.8157,3.8238,3.7256,3.7142,3.611,3.6019,3.7009,3.7123,3.8492,3.8592,3.729,3.7146,3.5773,3.5657,3.6972,3.7121,3.8822,3.894,3.7323,3.7151,3.5434,3.5294,3.6939,3.7118,20.0,0.652444
3.5987,3.6208,3.6238,3.6031,3.5996,3.5776,3.5745,3.5954,3.5994,3.6435,3.6493,3.6075,3.6001,3.5559,3.5499,3.5919,3.5992,3.6654,3.674,3.6115,3.6005,3.5343,3.5255,3.5887,3.5992,3.6872,3.6984,3.6157,3.6008,3.513,3.5013,3.5852,3.5992,3.7088,3.7223,3.6198,3.6012,3.4914,3.477,3.5815,3.5989,20.0,0.893192
3.6847,3.7177,3.7209,3.6898,3.686,3.6533,3.6498,3.6812,3.6854,3.7511,3.7571,3.6953,3.6867,3.6208,3.6145,3.6774,3.6854,3.7834,3.7922,3.6995,3.687,3.5885,3.5792,3.6733,3.6853,3.8155,3.8264,3.7035,3.6875,3.5562,3.5443,3.6698,3.6851,3.8471,3.8599,3.7067,3.6879,3.5241,3.5095,3.6663,3.6849,20.0,0.687936
3.6033,3.6312,3.634,3.6071,3.6038,3.5762,3.5732,3.6003,3.6036,3.6596,3.6651,3.6108,3.6043,3.5487,3.5432,3.5973,3.6036,3.6875,3.6953,3.6143,3.6047,3.5215,3.5134,3.5941,3.6033,3.7149,3.7251,3.6177,3.605,3.4946,3.4842,3.591,3.6031,3.742,3.7544,3.621,3.6052,3.4679,3.4554,3.5882,3.6031,20.0,0.85848
3.5996,3.6294,3.6319,3.6029,3.6001,3.5706,3.568,3.5968,3.5998,3.6593,3.664,3.6061,3.6005,3.5411,3.5362,3.594,3.5996,3.6888,3.6958,3.6094,3.6008,3.5122,3.5051,3.5915,3.5996,3.7181,3.7272,3.6124,3.601,3.4837,3.4742,3.5889,3.5996,3.7472,3.7581,3.6156,3.6015,3.4551,3.4437,3.5862,3.5994,20.0,0.866456
3.6284,3.6573,3.6603,3.6328,3.6294,3.601,3.5978,3.6254,3.6291,3.6868,3.6923,3.6372,3.6301,3.5725,3.5668,3.6221,3.6289,3.7153,3.7234,3.6417,3.6303,3.5443,3.536,3.6191,3.6289,3.7434,3.7541,3.6461,3.631,3.5164,3.5055,3.6157,3.6289,3.7711,3.7841,3.6493,3.6312,3.4886,3.4753,3.6126,3.6287,20.0,0.807436
3.6105,3.638,3.641,3.6152,3.6112,3.5841,3.5806,3.6068,3.6108,3.6656,3.6717,3.6194,3.6117,3.5571,3.5508,3.6031,3.6108,3.6925,3.7014,3.6236,3.6119,3.5302,3.5211,3.5996,3.6105,3.7188,3.7307,3.6284,3.6124,3.5039,3.4918,3.5959,3.6105,3.7451,3.7595,3.6322,3.6126,3.4776,3.4628,3.5927,3.6103,20.0,0.8380719999999999
3.6914,3.7297,3.7321,3.6951,3.6925,3.6547,3.6521,3.6891,3.6921,3.7683,3.773,3.6991,3.6932,3.6175,3.6126,3.6865,3.6921,3.8057,3.8127,3.7023,3.6935,3.5803,3.5734,3.6839,3.6921,3.8427,3.8515,3.7058,3.694,3.5439,3.5346,3.681,3.6918,3.8793,3.8898,3.7086,3.6944,3.5074,3.4962,3.6786,3.6916,20.0,0.6795680000000001
3.5806,3.6036,3.6066,3.5848,3.5815,3.5589,3.5557,3.5775,3.5811,3.6266,3.6326,3.5887,3.5817,3.5367,3.5306,3.5741,3.581,3.6491,3.6577,3.5922,3.582,3.5148,3.5058,3.5706,3.5808,3.6712,3.6823,3.5957,3.5824,3.4934,3.4816,3.5673,3.5808,3.6932,3.7065,3.5991,3.5827,3.4721,3.4579,3.5641,3.5808,20.0,0.9425239999999999
3.6045,3.6301,3.6329,3.6085,3.6054,3.5801,3.5771,3.6017,3.605,3.6559,3.6616,3.6124,3.6059,3.5552,3.5494,3.5985,3.605,3.6812,3.6893,3.6159,3.6063,3.5304,3.5218,3.5954,3.605,3.7063,3.7167,3.6192,3.6066,3.5058,3.4948,3.5922,3.6048,3.7309,3.7435,3.6224,3.6068,3.4816,3.4681,3.5892,3.6047,20.0,0.8512439999999999
3.5866,3.6089,3.6112,3.5901,3.5875,3.5657,3.5632,3.5845,3.5873,3.6315,3.6359,3.5934,3.588,3.5443,3.5397,3.5817,3.5873,3.6533,3.66,3.5966,3.5885,3.5232,3.5164,3.5794,3.5873,3.6747,3.6833,3.5992,3.5887,3.5025,3.4937,3.5768,3.5871,3.6958,3.7065,3.6022,3.5889,3.482,3.4711,3.5741,3.5869,20.0,0.913164
3.6045,3.6321,3.6354,3.6092,3.6054,3.5782,3.5747,3.6008,3.605,3.6598,3.6663,3.6138,3.6057,3.5515,3.5446,3.5968,3.6047,3.6868,3.6963,3.618,3.6061,3.5251,3.5151,3.5927,3.6045,3.7132,3.7256,3.6217,3.6061,3.4986,3.4858,3.5889,3.6043,3.7392,3.7541,3.6263,3.6064,3.4734,3.4576,3.5854,3.6041,20.0,0.847692
3.7713,3.8115,3.815,3.7769,3.7723,3.7323,3.7286,3.7671,3.7716,3.8519,3.8584,3.782,3.773,3.6926,3.6856,3.7627,3.7713,3.8912,3.9005,3.7867,3.7734,3.6533,3.6433,3.7583,3.7711,3.9302,3.9414,3.7901,3.7739,3.6142,3.6012,3.7546,3.7708,3.9684,3.9814,3.7939,3.7743,3.5757,3.5599,3.7509,3.7704,20.0,0.5323599999999999
3.7088,3.7437,3.746,3.7121,3.7098,3.6751,3.6728,3.7067,3.7095,3.779,3.7832,3.7155,3.7104,3.6407,3.6364,3.7044,3.7093,3.8138,3.8197,3.7183,3.7107,3.6066,3.6003,3.7019,3.7091,3.8478,3.8556,3.7209,3.7111,3.5725,3.5645,3.6995,3.7091,3.8817,3.8908,3.7235,3.7114,3.5392,3.5292,3.697,3.7088,20.0,0.622972
3.6823,3.7177,3.7207,3.687,3.6835,3.6484,3.6452,3.6791,3.683,3.7537,3.7592,3.6916,3.6842,3.6136,3.6077,3.6756,3.6828,3.7885,3.7967,3.6961,3.6847,3.5789,3.5703,3.6723,3.6828,3.8229,3.8333,3.6998,3.6851,3.5443,3.5334,3.6691,3.6826,3.8571,3.8638,3.7012,3.6847,3.5097,3.4962,3.6651,3.6819,20.0,0.6569119999999999
3.5785,3.5999,3.6026,3.5822,3.5792,3.5583,3.5555,3.5757,3.5789,3.6212,3.6264,3.5857,3.5796,3.5378,3.5323,3.5727,3.5789,3.6422,3.6498,3.5889,3.5799,3.5174,3.5093,3.5697,3.5787,3.6628,3.6726,3.592,3.5801,3.4974,3.4869,3.5666,3.5785,3.683,3.6947,3.5947,3.5803,3.4776,3.4649,3.5636,3.5785,20.0,0.951052
3.8206,3.885,3.8882,3.8264,3.8229,3.759,3.7557,3.8175,3.8217,3.9493,3.9551,3.8324,3.8241,3.6975,3.6914,3.8143,3.8217,4.0106,4.0188,3.8369,3.8248,3.6375,3.6291,3.8108,3.8213,4.0693,4.0798,3.8422,3.8259,3.5799,3.5692,3.8073,3.8208,4.1262,4.1392,3.8461,3.8266,3.5239,3.5109,3.8034,3.8201,20.0,0.450748
3.717,3.7527,3.7555,3.7218,3.7184,3.683,3.68,3.7137,3.7177,3.7885,3.7939,3.7267,3.719,3.6487,3.6433,3.7105,3.7174,3.8227,3.8303,3.7304,3.7195,3.6154,3.6078,3.7074,3.7174,3.8557,3.865,3.7341,3.72,3.5827,3.5734,3.7044,3.717,3.8879,3.8984,3.7376,3.7204,3.5511,3.5402,3.7014,3.7167,20.0,0.5839719999999999
3.6222,3.6491,3.6514,3.6256,3.6231,3.5968,3.5945,3.6199,3.6228,3.6758,3.6802,3.6289,3.6236,3.5715,3.5673,3.618,3.6229,3.7016,3.7079,3.6319,3.624,3.5471,3.5415,3.6157,3.6228,3.7265,3.7341,3.6349,3.6245,3.5239,3.5171,3.6138,3.6228,3.7502,3.759,3.6372,3.6247,3.5016,3.4939,3.6117,3.6226,20.0,0.787136
3.6154,3.6396,3.6426,3.6191,3.6159,3.5919,3.5887,3.6122,3.6157,3.6642,3.6698,3.6231,3.6164,3.568,3.562,3.6089,3.6156,3.6882,3.6965,3.6266,3.6168,3.5441,3.5355,3.6056,3.6154,3.7118,3.7225,3.6301,3.6171,3.5208,3.5092,3.602,3.6152,3.7355,3.7481,3.6331,3.6173,3.4974,3.4832,3.5987,3.615,20.0,0.829332
3.592,3.6147,3.617,3.5952,3.5927,3.5703,3.5678,3.5896,3.5924,3.6377,3.6421,3.5985,3.5931,3.5483,3.5438,3.5871,3.5924,3.6602,3.6668,3.6013,3.5934,3.5264,3.5197,3.5845,3.5922,3.6823,3.6909,3.6043,3.5938,3.5046,3.496,3.5822,3.5922,3.7042,3.7146,3.6071,3.594,3.4832,3.4728,3.5794,3.592,20.0,0.8939440000000001
3.6617,3.6928,3.6947,3.6644,3.6624,3.6312,3.6294,3.6598,3.6619,3.7241,3.7274,3.6668,3.6626,3.6005,3.5968,3.6575,3.6617,3.7548,3.7599,3.6691,3.663,3.5697,3.5643,3.6554,3.6616,3.7853,3.7918,3.6712,3.6631,3.5392,3.5322,3.6533,3.6612,3.8157,3.8236,3.6733,3.6633,3.509,3.5002,3.6512,3.661,20.0,0.6861079999999999
3.7581,3.8064,3.8092,3.762,3.759,3.7107,3.7079,3.7553,3.7585,3.8552,3.8603,3.766,3.7597,3.6633,3.658,3.7521,3.7583,3.9028,3.91,3.7692,3.7599,3.6166,3.6087,3.7493,3.7581,3.9495,3.9584,3.7727,3.7604,3.5703,3.5604,3.7465,3.7579,3.9951,4.0058,3.7755,3.7609,3.525,3.513,3.7439,3.7576,20.0,0.561832
3.6277,3.6596,3.6621,3.6317,3.6287,3.5969,3.594,3.6247,3.6282,3.6918,3.697,3.6357,3.6289,3.5655,3.5599,3.6215,3.628,3.723,3.7309,3.6398,3.6296,3.5343,3.526,3.618,3.628,3.7541,3.7644,3.6438,3.6298,3.5032,3.4925,3.615,3.6278,3.785,3.7973,3.6472,3.6303,3.4721,3.459,3.6119,3.6277,20.0,0.779048
3.6356,3.6686,3.6714,3.6393,3.6361,3.6031,3.6003,3.6324,3.6357,3.7019,3.707,3.6428,3.6366,3.5706,3.5652,3.6294,3.6356,3.7346,3.7421,3.6461,3.6368,3.538,3.5304,3.6263,3.6352,3.7669,3.7765,3.6496,3.6372,3.506,3.496,3.6233,3.635,3.7988,3.8104,3.653,3.6373,3.4744,3.4621,3.621,3.635,20.0,0.75822
3.5943,3.6161,3.6189,3.5982,3.5952,3.5736,3.5708,3.5915,3.595,3.6386,3.644,3.6022,3.5957,3.5525,3.5469,3.5882,3.5948,3.6602,3.6682,3.6057,3.5961,3.5315,3.5232,3.585,3.5948,3.6814,3.6918,3.6092,3.5964,3.5107,3.4997,3.582,3.5947,3.7026,3.7151,3.6124,3.5966,3.4902,3.4767,3.5787,3.5945,20.0,0.882332
3.6182,3.6454,3.6482,3.6222,3.6191,3.5922,3.5894,3.6154,3.6187,3.6728,3.6781,3.6257,3.6194,3.5657,3.5601,3.6122,3.6187,3.6995,3.7072,3.6294,3.6198,3.5394,3.5313,3.6091,3.6184,3.7258,3.7358,3.6326,3.6201,3.5136,3.5027,3.6068,3.6185,3.752,3.7639,3.6359,3.6205,3.4883,3.4751,3.6029,3.6184,20.0,0.815972
3.5959,3.6182,3.6208,3.5996,3.5964,3.5741,3.5715,3.5929,3.5961,3.6408,3.6459,3.6033,3.5969,3.5522,3.5471,3.5897,3.5961,3.663,3.6703,3.6068,3.5971,3.5304,3.5227,3.5866,3.5959,3.6847,3.6946,3.6103,3.5975,3.5085,3.4988,3.5838,3.5957,3.7065,3.7183,3.6133,3.5977,3.4869,3.4749,3.581,3.5955,20.0,0.892748
3.5773,3.5989,3.602,3.5815,3.5782,3.5567,3.5536,3.5741,3.5778,3.6208,3.6268,3.5855,3.5785,3.5359,3.5295,3.5706,3.5778,3.6422,3.651,3.5892,3.5789,3.5151,3.5058,3.5671,3.5776,3.6631,3.6745,3.5924,3.579,3.4944,3.4823,3.5636,3.5776,3.684,3.6975,3.5959,3.5794,3.4742,3.4593,3.5604,3.5776,20.0,0.955304
3.5885,3.6112,3.6145,3.5931,3.5894,3.5669,3.5636,3.585,3.589,3.6342,3.6405,3.5977,3.5897,3.5448,3.5383,3.581,3.5889,3.6565,3.6656,3.6017,3.5901,3.5229,3.5132,3.5771,3.5887,3.6784,3.6902,3.6059,3.5903,3.5011,3.4885,3.5736,3.5885,3.7002,3.7146,3.6098,3.5906,3.4797,3.4639,3.5699,3.5885,20.0,0.9136920000000001
3.6154,3.6438,3.6468,3.6196,3.6161,3.588,3.5848,3.6122,3.6159,3.6726,3.6786,3.6238,3.6168,3.5603,3.5541,3.6087,3.6157,3.7005,3.7091,3.6277,3.617,3.5327,3.5239,3.6052,3.6156,3.7281,3.7392,3.6314,3.6173,3.5055,3.4941,3.6017,3.6154,3.7551,3.7683,3.6352,3.6175,3.4788,3.4649,3.5985,3.6152,20.0,0.820804
3.5806,3.602,3.605,3.5847,3.5815,3.5604,3.5573,3.5778,3.5813,3.6238,3.6294,3.5887,3.582,3.5399,3.5341,3.5745,3.5813,3.6449,3.6531,3.592,3.5824,3.5193,3.5109,3.5713,3.5813,3.6658,3.6761,3.5957,3.5827,3.4993,3.4883,3.5683,3.581,3.6861,3.6988,3.5992,3.5829,3.4795,3.466,3.5655,3.581,20.0,0.9194119999999999
3.6526,3.6874,3.69,3.6563,3.6538,3.6191,3.6164,3.6501,3.6533,3.7228,3.7276,3.6603,3.6544,3.585,3.5797,3.6473,3.6533,3.7572,3.7644,3.6638,3.6547,3.5508,3.5432,3.6445,3.6533,3.7913,3.8006,3.667,3.6551,3.5169,3.5069,3.6415,3.6531,3.8248,3.8359,3.6702,3.6554,3.4835,3.4714,3.6387,3.653,20.0,0.7155800000000001
3.6319,3.6663,3.6695,3.637,3.6331,3.5991,3.5955,3.6284,3.6326,3.7009,3.7072,3.6419,3.6336,3.5655,3.559,3.6243,3.6324,3.7346,3.7437,3.6466,3.634,3.5318,3.5223,3.621,3.6324,3.7678,3.7795,3.651,3.6343,3.4985,3.4862,3.6166,3.6321,3.8004,3.8141,3.6549,3.6347,3.4653,3.45,3.6135,3.6319,20.0,0.7763880000000001
3.6786,3.7132,3.7177,3.6835,3.6795,3.6449,3.6405,3.6747,3.6789,3.7479,3.7562,3.6881,3.68,3.6108,3.602,3.6705,3.6786,3.782,3.7939,3.6921,3.6802,3.5768,3.5638,3.6665,3.6782,3.8159,3.831,3.6963,3.6807,3.5431,3.5258,3.6624,3.6779,3.8489,3.8673,3.7005,3.6809,3.5099,3.4886,3.6584,3.6775,20.0,0.679552
3.7544,3.799,3.8057,3.7618,3.7557,3.7111,3.7042,3.7485,3.7548,3.844,3.8566,3.7692,3.7562,3.667,3.654,3.7425,3.7544,3.8875,3.9054,3.776,3.7567,3.6233,3.6045,3.7372,3.7541,3.9307,3.9526,3.7825,3.7572,3.5799,3.5559,3.7318,3.7537,3.9728,3.999,3.7881,3.7572,3.5369,3.5074,3.7272,3.7532,20.0,0.561636
3.6301,3.6649,3.6717,3.6375,3.631,3.5961,3.5889,3.6236,3.6303,3.7002,3.7135,3.6452,3.6315,3.5615,3.5478,3.6171,3.6301,3.7342,3.7541,3.6521,3.6317,3.5269,3.5067,3.6108,3.6296,3.7679,3.7927,3.6589,3.6322,3.493,3.4663,3.6052,3.6294,3.8011,3.8303,3.6654,3.6324,3.459,3.4265,3.5999,3.6291,20.0,0.776636
3.6312,3.6626,3.6672,3.6359,3.6321,3.6005,3.5959,3.6271,3.6315,3.6946,3.7032,3.6408,3.6324,3.5692,3.5604,3.6231,3.6312,3.7256,3.7383,3.6454,3.6328,3.5383,3.5253,3.6191,3.631,3.7564,3.7727,3.6496,3.6331,3.5074,3.4904,3.615,3.6307,3.7869,3.8062,3.653,3.6331,3.4767,3.4558,3.611,3.6303,20.0,0.772804
3.5817,3.6047,3.6096,3.5868,3.5824,3.5597,3.5546,3.5773,3.582,3.6282,3.6375,3.5919,3.5829,3.5373,3.5276,3.5729,3.5818,3.651,3.6647,3.5966,3.5831,3.515,3.5009,3.5683,3.5817,3.6735,3.6912,3.6012,3.5834,3.493,3.4746,3.5639,3.5815,3.6954,3.717,3.6057,3.5838,3.4716,3.4489,3.5596,3.5813,20.0,0.9329120000000001
3.5926,3.6152,3.6205,3.598,3.5934,3.5708,3.5653,3.5878,3.5929,3.6384,3.6484,3.6034,3.5938,3.5485,3.5381,3.5831,3.5927,3.6609,3.6756,3.6089,3.5941,3.5262,3.5111,3.5783,3.5926,3.683,3.7023,3.614,3.5945,3.5044,3.4844,3.5738,3.5924,3.7047,3.7281,3.6189,3.5947,3.4828,3.4581,3.5692,3.592,20.0,0.8938240000000001
3.6428,3.6749,3.6802,3.6486,3.6438,3.6117,3.6064,3.6382,3.6433,3.7076,3.7176,3.6544,3.6443,3.5799,3.5697,3.6335,3.6429,3.739,3.7539,3.6598,3.6447,3.5485,3.533,3.6289,3.6428,3.7704,3.7892,3.6651,3.6451,3.5169,3.4969,3.6245,3.6424,3.8011,3.8236,3.6695,3.6454,3.4858,3.4611,3.6201,3.6421,20.0,0.728436
3.6377,3.6677,3.673,3.6435,3.6386,3.6085,3.6031,3.6328,3.638,3.6982,3.7086,3.6494,3.6391,3.5789,3.5683,3.628,3.6379,3.7279,3.7432,3.6552,3.6396,3.5492,3.5336,3.6233,3.6377,3.7572,3.7767,3.6603,3.6398,3.5197,3.4993,3.6184,3.6373,3.786,3.8092,3.6649,3.6401,3.4904,3.4653,3.6142,3.637,20.0,0.757336
3.6024,3.6256,3.631,3.608,3.6033,3.5803,3.5748,3.5978,3.6027,3.6493,3.6593,3.6136,3.6038,3.5574,3.5471,3.5931,3.6026,3.6723,3.687,3.6187,3.604,3.5346,3.5193,3.5882,3.6024,3.6949,3.7139,3.6238,3.6043,3.512,3.4921,3.5836,3.602,3.7169,3.74,3.6287,3.6045,3.49,3.4653,3.5792,3.6019,20.0,0.8600679999999999
3.6373,3.6659,3.6705,3.6422,3.6382,3.6099,3.6052,3.6333,3.6377,3.6947,3.7035,3.6473,3.6387,3.582,3.5727,3.6291,3.6375,3.7228,3.7356,3.6517,3.6389,3.5541,3.5406,3.6249,3.6373,3.7506,3.7669,3.6561,3.6394,3.5267,3.5092,3.6208,3.637,3.7776,3.7971,3.6603,3.6396,3.4997,3.4783,3.6166,3.6366,20.0,0.7584839999999999
3.5838,3.605,3.6094,3.5885,3.5845,3.5636,3.5589,3.5797,3.5841,3.6264,3.6349,3.5931,3.5848,3.5427,3.5337,3.5757,3.584,3.6475,3.6598,3.5973,3.5852,3.5222,3.5088,3.5713,3.5838,3.6682,3.6842,3.6013,3.5855,3.5018,3.4844,3.5671,3.5836,3.6888,3.7081,3.6052,3.5857,3.4818,3.4604,3.5629,3.5834,20.0,0.9315439999999999
3.621,3.6537,3.6596,3.6273,3.6219,3.5892,3.5831,3.6156,3.6212,3.6868,3.6981,3.6338,3.6224,3.5571,3.5453,3.6101,3.621,3.719,3.7358,3.6398,3.6226,3.5248,3.5076,3.6048,3.6208,3.7507,3.7722,3.6452,3.6229,3.4927,3.4702,3.5996,3.6205,3.7822,3.8073,3.6507,3.6233,3.4611,3.4335,3.595,3.6203,20.0,0.7956319999999999
3.641,3.6774,3.6826,3.6466,3.6419,3.6057,3.6003,3.6363,3.6414,3.714,3.7241,3.6524,3.6424,3.5699,3.5596,3.6315,3.6412,3.7499,3.7644,3.6577,3.6428,3.5343,3.5192,3.627,3.6408,3.7853,3.8036,3.6626,3.6431,3.4993,3.4797,3.6226,3.6407,3.8199,3.8415,3.6677,3.6435,3.4646,3.4409,3.6182,3.6403,20.0,0.7521439999999999
3.6214,3.6503,3.6549,3.6263,3.6222,3.5934,3.5885,3.6171,3.6217,3.6796,3.6886,3.6314,3.6226,3.5648,3.5555,3.6127,3.6215,3.7083,3.7214,3.6361,3.6229,3.5364,3.5227,3.6085,3.6212,3.7365,3.7534,3.6405,3.6233,3.5083,3.4904,3.6043,3.621,3.7644,3.7846,3.6447,3.6236,3.4806,3.4586,3.6001,3.6208,20.0,0.80132
3.5882,3.6087,3.6135,3.5933,3.589,3.5687,3.5638,3.5841,3.5887,3.6298,3.6389,3.5982,3.5894,3.5487,3.5392,3.5796,3.5885,3.6503,3.6633,3.6026,3.5899,3.5292,3.515,3.5752,3.5883,3.6703,3.6872,3.6068,3.5901,3.5097,3.4911,3.5706,3.5882,3.69,3.7104,3.611,3.5903,3.4907,3.4679,3.5662,3.5878,20.0,0.8893080000000001
3.6802,3.72,3.727,3.6877,3.6814,3.6414,3.6342,3.6737,3.6805,3.7606,3.7736,3.6956,3.6819,3.6019,3.5882,3.6677,3.6802,3.7997,3.8178,3.7019,3.6823,3.5625,3.5427,3.6619,3.68,3.8383,3.8608,3.7079,3.6828,3.5232,3.4974,3.6565,3.6795,3.8763,3.9028,3.7142,3.6831,3.4846,3.4532,3.6514,3.6791,20.0,0.657092
3.6006,3.6271,3.6326,3.6064,3.6015,3.5752,3.5694,3.5957,3.601,3.654,3.6644,3.6122,3.6019,3.549,3.5381,3.5908,3.6008,3.6802,3.6956,3.6177,3.6022,3.523,3.5072,3.5859,3.6006,3.7061,3.7263,3.6231,3.6026,3.4972,3.4763,3.5811,3.6003,3.7316,3.7558,3.6284,3.6029,3.4714,3.446,3.5764,3.6001,20.0,0.858012
3.7174,3.7588,3.7632,3.7221,3.7184,3.6772,3.6728,3.7137,3.7177,3.8004,3.8085,3.7269,3.7188,3.6363,3.628,3.7098,3.7174,3.8412,3.8531,3.7311,3.7193,3.5959,3.5836,3.7058,3.717,3.8814,3.8966,3.7353,3.7195,3.5557,3.5397,3.7021,3.7167,3.921,3.9391,3.739,3.7198,3.5165,3.4967,3.6981,3.7162,20.0,0.611424
3.594,3.6187,3.624,3.5996,3.5948,3.5703,3.565,3.5894,3.5943,3.644,3.6538,3.6048,3.5952,3.5462,3.536,3.5847,3.5943,3.6684,3.6828,3.6098,3.5955,3.5223,3.5074,3.5799,3.594,3.6925,3.7112,3.6147,3.5959,3.4988,3.4791,3.5752,3.5938,3.716,3.7386,3.6198,3.5961,3.4756,3.4518,3.5706,3.5936,20.0,0.886732
3.5978,3.6257,3.6312,3.6034,3.5987,3.5708,3.5653,3.5929,3.5982,3.6544,3.6647,3.6092,3.5992,3.5434,3.533,3.5882,3.598,3.6821,3.6972,3.6147,3.5996,3.5164,3.5013,3.5836,3.5978,3.709,3.7284,3.6199,3.5998,3.49,3.4704,3.579,3.5977,3.7353,3.7588,3.625,3.6001,3.4642,3.4407,3.5745,3.5973,20.0,0.870684
3.72,3.7622,3.7671,3.7253,3.7209,3.6789,3.674,3.7156,3.7202,3.805,3.8139,3.7307,3.7214,3.6377,3.628,3.7112,3.7198,3.8459,3.8594,3.7353,3.7218,3.5966,3.5829,3.7072,3.7195,3.8866,3.9033,3.74,3.7223,3.5564,3.5388,3.7032,3.7191,3.9263,3.9463,3.7444,3.7225,3.5169,3.4958,3.6993,3.7186,20.0,0.59246
3.6036,3.6347,3.6398,3.6091,3.6043,3.5736,3.5683,3.5991,3.604,3.6661,3.6761,3.6145,3.605,3.5431,3.533,3.5945,3.6038,3.697,3.7114,3.6196,3.6052,3.5127,3.4981,3.5901,3.6036,3.7274,3.746,3.6245,3.6056,3.4828,3.4639,3.5857,3.6033,3.7572,3.7792,3.6291,3.6059,3.4533,3.4303,3.5813,3.6029,20.0,0.846124
3.6731,3.7079,3.7123,3.6779,3.674,3.6394,3.6347,3.6693,3.6735,3.7432,3.7518,3.6828,3.6747,3.6047,3.5959,3.6651,3.6731,3.7776,3.7901,3.6872,3.6749,3.5706,3.5573,3.661,3.673,3.8118,3.8276,3.6916,3.6752,3.5366,3.5192,3.657,3.6726,3.8452,3.8643,3.6954,3.6754,3.5028,3.4816,3.6531,3.6723,20.0,0.665544
